level,label,label_en,label_cn,path_text,parent_path_text,node_id,aria_haspopup,aria_owns,has_children,selected,checked,disabled,class_name
2,Baby Dresses(婴儿裙装),Baby Dresses,婴儿裙装,Kids' Fashion(童装) > Baby Dresses(婴儿裙装),Kids' Fashion(童装),cascader-menu-9493-1-2,False,,False,False,False,False,el-cascader-node is-selectable
2,Baby One-Pieces(婴儿连体衣),Baby One-Pieces,婴儿连体衣,Kids' Fashion(童装) > Baby One-Pieces(婴儿连体衣),Kids' Fashion(童装),cascader-menu-9493-1-3,False,,False,False,False,False,el-cascader-node is-selectable
2,Baby Sets(婴儿套装),Baby Sets,婴儿套装,Kids' Fashion(童装) > Baby Sets(婴儿套装),Kids' Fashion(童装),cascader-menu-9493-1-4,False,,False,False,False,False,el-cascader-node is-selectable
2,Baby Tops(婴儿上装),Baby Tops,婴儿上装,Kids' Fashion(童装) > Baby Tops(婴儿上装),Kids' Fashion(童装),cascader-menu-9493-1-5,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Pants(男童裤子),Boys' Pants,男童裤子,Kids' Fashion(童装) > Boys' Pants(男童裤子),Kids' Fashion(童装),cascader-menu-9493-1-6,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Sets(男童套装),Boys' Sets,男童套装,Kids' Fashion(童装) > Boys' Sets(男童套装),Kids' Fashion(童装),cascader-menu-9493-1-7,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Shirts(男童衬衫),Boys' Shirts,男童衬衫,Kids' Fashion(童装) > Boys' Shirts(男童衬衫),Kids' Fashion(童装),cascader-menu-9493-1-8,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Swimwear(男童泳装),Boys' Swimwear,男童泳装,Kids' Fashion(童装) > Boys' Swimwear(男童泳装),Kids' Fashion(童装),cascader-menu-9493-1-9,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' T-shirts(男童T恤),Boys' T-shirts,男童T恤,Kids' Fashion(童装) > Boys' T-shirts(男童T恤),Kids' Fashion(童装),cascader-menu-9493-1-10,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Tops(男童上装),Boys' Tops,男童上装,Kids' Fashion(童装) > Boys' Tops(男童上装),Kids' Fashion(童装),cascader-menu-9493-1-11,False,,False,False,False,False,el-cascader-node is-selectable
2,Costumes & Accessories(装扮服饰和配饰),Costumes & Accessories,装扮服饰和配饰,Kids' Fashion(童装) > Costumes & Accessories(装扮服饰和配饰),Kids' Fashion(童装),cascader-menu-9493-1-12,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Dresses(女童连衣裙),Girls' Dresses,女童连衣裙,Kids' Fashion(童装) > Girls' Dresses(女童连衣裙),Kids' Fashion(童装),cascader-menu-9493-1-13,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Pants(女童裤子),Girls' Pants,女童裤子,Kids' Fashion(童装) > Girls' Pants(女童裤子),Kids' Fashion(童装),cascader-menu-9493-1-14,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Sets(女童套装),Girls' Sets,女童套装,Kids' Fashion(童装) > Girls' Sets(女童套装),Kids' Fashion(童装),cascader-menu-9493-1-15,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Shirts(女童衬衫),Girls' Shirts,女童衬衫,Kids' Fashion(童装) > Girls' Shirts(女童衬衫),Kids' Fashion(童装),cascader-menu-9493-1-16,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Swimwear(女童泳装),Girls' Swimwear,女童泳装,Kids' Fashion(童装) > Girls' Swimwear(女童泳装),Kids' Fashion(童装),cascader-menu-9493-1-17,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' T-shirts(女童T恤),Girls' T-shirts,女童T恤,Kids' Fashion(童装) > Girls' T-shirts(女童T恤),Kids' Fashion(童装),cascader-menu-9493-1-18,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Tops(女童上装),Girls' Tops,女童上装,Kids' Fashion(童装) > Girls' Tops(女童上装),Kids' Fashion(童装),cascader-menu-9493-1-19,False,,False,False,False,False,el-cascader-node is-selectable
2,Kid's underwear & socks(儿童内衣和袜子),Kid's underwear & socks,儿童内衣和袜子,Kids' Fashion(童装) > Kid's underwear & socks(儿童内衣和袜子),Kids' Fashion(童装),cascader-menu-9493-1-20,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Backpacks(儿童背包),Kids' Backpacks,儿童背包,Kids' Fashion(童装) > Kids' Backpacks(儿童背包),Kids' Fashion(童装),cascader-menu-9493-1-21,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Bags(儿童包),Kids' Bags,儿童包,Kids' Fashion(童装) > Kids' Bags(儿童包),Kids' Fashion(童装),cascader-menu-9493-1-22,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Buttons & Pins(儿童纽扣与胸针),Kids' Buttons & Pins,儿童纽扣与胸针,Kids' Fashion(童装) > Kids' Buttons & Pins(儿童纽扣与胸针),Kids' Fashion(童装),cascader-menu-9493-1-23,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Eyewear(儿童眼镜),Kids' Eyewear,儿童眼镜,Kids' Fashion(童装) > Kids' Eyewear(儿童眼镜),Kids' Fashion(童装),cascader-menu-9493-1-24,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Gloves & Scarves(儿童手套及围巾),Kids' Gloves & Scarves,儿童手套及围巾,Kids' Fashion(童装) > Kids' Gloves & Scarves(儿童手套及围巾),Kids' Fashion(童装),cascader-menu-9493-1-25,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Hair Accessories(儿童发饰),Kids' Hair Accessories,儿童发饰,Kids' Fashion(童装) > Kids' Hair Accessories(儿童发饰),Kids' Fashion(童装),cascader-menu-9493-1-26,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Hats & Caps(儿童帽子),Kids' Hats & Caps,儿童帽子,Kids' Fashion(童装) > Kids' Hats & Caps(儿童帽子),Kids' Fashion(童装),cascader-menu-9493-1-27,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Jewelry(儿童饰品),Kids' Jewelry,儿童饰品,Kids' Fashion(童装) > Kids' Jewelry(儿童饰品),Kids' Fashion(童装),cascader-menu-9493-1-28,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Keyrings & Keychains(儿童钥匙扣、钥匙链),Kids' Keyrings & Keychains,儿童钥匙扣、钥匙链,Kids' Fashion(童装) > Kids' Keyrings & Keychains(儿童钥匙扣、钥匙链),Kids' Fashion(童装),cascader-menu-9493-1-29,False,,False,False,False,False,el-cascader-node is-selectable
2,Kids' Watches(儿童手表),Kids' Watches,儿童手表,Kids' Fashion(童装) > Kids' Watches(儿童手表),Kids' Fashion(童装),cascader-menu-9493-1-30,False,,False,False,False,False,el-cascader-node is-selectable
2,"Ties, Belts, & Accessories(儿童皮带领带)","Ties, Belts, & Accessories",儿童皮带领带,"Kids' Fashion(童装) > Ties, Belts, & Accessories(儿童皮带领带)",Kids' Fashion(童装),cascader-menu-9493-1-31,False,,False,False,False,False,el-cascader-node is-selectable
2,Underwear & Pajamas(儿童内衣睡衣),Underwear & Pajamas,儿童内衣睡衣,Kids' Fashion(童装) > Underwear & Pajamas(儿童内衣睡衣),Kids' Fashion(童装),cascader-menu-9493-1-32,False,,False,False,False,False,el-cascader-node is-selectable
1,Kids' Shoes(童鞋),Kids' Shoes,童鞋,Kids' Shoes(童鞋),,cascader-menu-536-0-18,True,cascader-menu-536-0,True,False,False,False,el-cascader-node is-selectable
2,Baby Boy Shoes(男婴鞋靴),Baby Boy Shoes,男婴鞋靴,Kids' Shoes(童鞋) > Baby Boy Shoes(男婴鞋靴),Kids' Shoes(童鞋),cascader-menu-9493-1-0,False,,False,False,False,False,el-cascader-node is-selectable
2,Baby Girl Shoes(女婴鞋靴),Baby Girl Shoes,女婴鞋靴,Kids' Shoes(童鞋) > Baby Girl Shoes(女婴鞋靴),Kids' Shoes(童鞋),cascader-menu-9493-1-1,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Athletic(男童运动户外鞋),Boys' Athletic,男童运动户外鞋,Kids' Shoes(童鞋) > Boys' Athletic(男童运动户外鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-2,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Boots(男童靴子),Boys' Boots,男童靴子,Kids' Shoes(童鞋) > Boys' Boots(男童靴子),Kids' Shoes(童鞋),cascader-menu-9493-1-3,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Loafers & Slip-Ons(男童乐福鞋和便鞋),Boys' Loafers & Slip-Ons,男童乐福鞋和便鞋,Kids' Shoes(童鞋) > Boys' Loafers & Slip-Ons(男童乐福鞋和便鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-4,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Mules & Clogs(男童穆勒鞋洞洞鞋),Boys' Mules & Clogs,男童穆勒鞋洞洞鞋,Kids' Shoes(童鞋) > Boys' Mules & Clogs(男童穆勒鞋洞洞鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-5,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Sandals & Slippers(男童凉鞋和拖鞋),Boys' Sandals & Slippers,男童凉鞋和拖鞋,Kids' Shoes(童鞋) > Boys' Sandals & Slippers(男童凉鞋和拖鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-6,False,,False,False,False,False,el-cascader-node is-selectable
2,Boys' Sneakers(男童休闲运动鞋),Boys' Sneakers,男童休闲运动鞋,Kids' Shoes(童鞋) > Boys' Sneakers(男童休闲运动鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-7,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Athletic(女童运动户外鞋),Girls' Athletic,女童运动户外鞋,Kids' Shoes(童鞋) > Girls' Athletic(女童运动户外鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-8,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Boots(女童靴子),Girls' Boots,女童靴子,Kids' Shoes(童鞋) > Girls' Boots(女童靴子),Kids' Shoes(童鞋),cascader-menu-9493-1-9,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Loafers & Slip-Ons(女童乐福鞋和便鞋),Girls' Loafers & Slip-Ons,女童乐福鞋和便鞋,Kids' Shoes(童鞋) > Girls' Loafers & Slip-Ons(女童乐福鞋和便鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-10,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Mules & Clogs(女童穆勒鞋洞洞鞋),Girls' Mules & Clogs,女童穆勒鞋洞洞鞋,Kids' Shoes(童鞋) > Girls' Mules & Clogs(女童穆勒鞋洞洞鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-11,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Pumps(女童高跟鞋),Girls' Pumps,女童高跟鞋,Kids' Shoes(童鞋) > Girls' Pumps(女童高跟鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-12,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Sandals & Slippers(女童凉鞋和拖鞋),Girls' Sandals & Slippers,女童凉鞋和拖鞋,Kids' Shoes(童鞋) > Girls' Sandals & Slippers(女童凉鞋和拖鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-13,False,,False,False,False,False,el-cascader-node is-selectable
2,Girls' Sneakers(女童休闲运动鞋),Girls' Sneakers,女童休闲运动鞋,Kids' Shoes(童鞋) > Girls' Sneakers(女童休闲运动鞋),Kids' Shoes(童鞋),cascader-menu-9493-1-14,False,,False,False,False,False,el-cascader-node is-selectable
1,Men's Big & Tall(大码男装),Men's Big & Tall,大码男装,Men's Big & Tall(大码男装),,cascader-menu-536-0-19,True,cascader-menu-536-0,True,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Cargo Pants(男士大码工装裤),Men's Plus Size Cargo Pants,男士大码工装裤,Men's Big & Tall(大码男装) > Men's Plus Size Cargo Pants(男士大码工装裤),Men's Big & Tall(大码男装),cascader-menu-9493-1-0,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Hoodies & Sweatshirts(男士大码卫衣),Men's Plus Size Hoodies & Sweatshirts,男士大码卫衣,Men's Big & Tall(大码男装) > Men's Plus Size Hoodies & Sweatshirts(男士大码卫衣),Men's Big & Tall(大码男装),cascader-menu-9493-1-1,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Jackets & Coats(男士大码夹克和外套),Men's Plus Size Jackets & Coats,男士大码夹克和外套,Men's Big & Tall(大码男装) > Men's Plus Size Jackets & Coats(男士大码夹克和外套),Men's Big & Tall(大码男装),cascader-menu-9493-1-2,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Jeans(男士大码牛仔裤),Men's Plus Size Jeans,男士大码牛仔裤,Men's Big & Tall(大码男装) > Men's Plus Size Jeans(男士大码牛仔裤),Men's Big & Tall(大码男装),cascader-menu-9493-1-3,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Pants(男士大码长裤),Men's Plus Size Pants,男士大码长裤,Men's Big & Tall(大码男装) > Men's Plus Size Pants(男士大码长裤),Men's Big & Tall(大码男装),cascader-menu-9493-1-4,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Shorts(男士大码短裤),Men's Plus Size Shorts,男士大码短裤,Men's Big & Tall(大码男装) > Men's Plus Size Shorts(男士大码短裤),Men's Big & Tall(大码男装),cascader-menu-9493-1-5,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Suits & Separates(男士大码西装),Men's Plus Size Suits & Separates,男士大码西装,Men's Big & Tall(大码男装) > Men's Plus Size Suits & Separates(男士大码西装),Men's Big & Tall(大码男装),cascader-menu-9493-1-6,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Sweaters(男士大码毛衣),Men's Plus Size Sweaters,男士大码毛衣,Men's Big & Tall(大码男装) > Men's Plus Size Sweaters(男士大码毛衣),Men's Big & Tall(大码男装),cascader-menu-9493-1-7,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Swimwear(男士大码泳衣),Men's Plus Size Swimwear,男士大码泳衣,Men's Big & Tall(大码男装) > Men's Plus Size Swimwear(男士大码泳衣),Men's Big & Tall(大码男装),cascader-menu-9493-1-8,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size T-Shirts(男士大码T恤),Men's Plus Size T-Shirts,男士大码T恤,Men's Big & Tall(大码男装) > Men's Plus Size T-Shirts(男士大码T恤),Men's Big & Tall(大码男装),cascader-menu-9493-1-9,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Tops(男士大码上衣),Men's Plus Size Tops,男士大码上衣,Men's Big & Tall(大码男装) > Men's Plus Size Tops(男士大码上衣),Men's Big & Tall(大码男装),cascader-menu-9493-1-10,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Plus Size Tracksuits & Sweatsuits(男士大码休闲套装),Men's Plus Size Tracksuits & Sweatsuits,男士大码休闲套装,Men's Big & Tall(大码男装) > Men's Plus Size Tracksuits & Sweatsuits(男士大码休闲套装),Men's Big & Tall(大码男装),cascader-menu-9493-1-11,False,,False,False,False,False,el-cascader-node is-selectable
1,Men's Clothing(男装),Men's Clothing,男装,Men's Clothing(男装),,cascader-menu-536-0-20,True,cascader-menu-536-0,True,False,False,False,el-cascader-node is-selectable
2,Men's Cargo Pants(男士工装裤),Men's Cargo Pants,男士工装裤,Men's Clothing(男装) > Men's Cargo Pants(男士工装裤),Men's Clothing(男装),cascader-menu-9493-1-0,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Casual & Dress Shirts(男士休闲与正装衬衫),Men's Casual & Dress Shirts,男士休闲与正装衬衫,Men's Clothing(男装) > Men's Casual & Dress Shirts(男士休闲与正装衬衫),Men's Clothing(男装),cascader-menu-9493-1-1,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Casual Pants(男士休闲裤),Men's Casual Pants,男士休闲裤,Men's Clothing(男装) > Men's Casual Pants(男士休闲裤),Men's Clothing(男装),cascader-menu-9493-1-2,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Hoodies & Sweatshirts(男士帽衫和卫衣),Men's Hoodies & Sweatshirts,男士帽衫和卫衣,Men's Clothing(男装) > Men's Hoodies & Sweatshirts(男士帽衫和卫衣),Men's Clothing(男装),cascader-menu-9493-1-3,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Jackets &Coats(男士夹克和外套),Men's Jackets &Coats,男士夹克和外套,Men's Clothing(男装) > Men's Jackets &Coats(男士夹克和外套),Men's Clothing(男装),cascader-menu-9493-1-4,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Jeans(男士牛仔裤),Men's Jeans,男士牛仔裤,Men's Clothing(男装) > Men's Jeans(男士牛仔裤),Men's Clothing(男装),cascader-menu-9493-1-5,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Pants(男士长裤),Men's Pants,男士长裤,Men's Clothing(男装) > Men's Pants(男士长裤),Men's Clothing(男装),cascader-menu-9493-1-6,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Polos(男士Polo衫),Men's Polos,男士Polo衫,Men's Clothing(男装) > Men's Polos(男士Polo衫),Men's Clothing(男装),cascader-menu-9493-1-7,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Sets(男士套装),Men's Sets,男士套装,Men's Clothing(男装) > Men's Sets(男士套装),Men's Clothing(男装),cascader-menu-9493-1-8,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Shorts(男士短裤),Men's Shorts,男士短裤,Men's Clothing(男装) > Men's Shorts(男士短裤),Men's Clothing(男装),cascader-menu-9493-1-9,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Suits & Separates(男士西装),Men's Suits & Separates,男士西装,Men's Clothing(男装) > Men's Suits & Separates(男士西装),Men's Clothing(男装),cascader-menu-9493-1-10,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Sweaters(男士毛衣),Men's Sweaters,男士毛衣,Men's Clothing(男装) > Men's Sweaters(男士毛衣),Men's Clothing(男装),cascader-menu-9493-1-11,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Swimwear(男士时尚泳衣),Men's Swimwear,男士时尚泳衣,Men's Clothing(男装) > Men's Swimwear(男士时尚泳衣),Men's Clothing(男装),cascader-menu-9493-1-12,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's T-Shirts(男士T恤),Men's T-Shirts,男士T恤,Men's Clothing(男装) > Men's T-Shirts(男士T恤),Men's Clothing(男装),cascader-menu-9493-1-13,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Tops(男士上衣),Men's Tops,男士上衣,Men's Clothing(男装) > Men's Tops(男士上衣),Men's Clothing(男装),cascader-menu-9493-1-14,False,,False,False,False,False,el-cascader-node is-selectable
1,Men's Shoes(男鞋),Men's Shoes,男鞋,Men's Shoes(男鞋),,cascader-menu-536-0-21,True,cascader-menu-536-0,True,False,False,False,el-cascader-node is-selectable
2,Men's Boots(男靴),Men's Boots,男靴,Men's Shoes(男鞋) > Men's Boots(男靴),Men's Shoes(男鞋),cascader-menu-9493-1-0,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Canvas Shoes(男士帆布鞋),Men's Canvas Shoes,男士帆布鞋,Men's Shoes(男鞋) > Men's Canvas Shoes(男士帆布鞋),Men's Shoes(男鞋),cascader-menu-9493-1-1,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Casual Shoes(男士运动休闲鞋),Men's Casual Shoes,男士运动休闲鞋,Men's Shoes(男鞋) > Men's Casual Shoes(男士运动休闲鞋),Men's Shoes(男鞋),cascader-menu-9493-1-2,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Loafers & Slip-Ons(男士乐福鞋及一脚蹬),Men's Loafers & Slip-Ons,男士乐福鞋及一脚蹬,Men's Shoes(男鞋) > Men's Loafers & Slip-Ons(男士乐福鞋及一脚蹬),Men's Shoes(男鞋),cascader-menu-9493-1-3,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Mules & Clogs(男士穆勒鞋、洞洞鞋),Men's Mules & Clogs,男士穆勒鞋、洞洞鞋,Men's Shoes(男鞋) > Men's Mules & Clogs(男士穆勒鞋、洞洞鞋),Men's Shoes(男鞋),cascader-menu-9493-1-4,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Rain Boots(男士雨靴),Men's Rain Boots,男士雨靴,Men's Shoes(男鞋) > Men's Rain Boots(男士雨靴),Men's Shoes(男鞋),cascader-menu-9493-1-5,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Sandals(男士凉鞋),Men's Sandals,男士凉鞋,Men's Shoes(男鞋) > Men's Sandals(男士凉鞋),Men's Shoes(男鞋),cascader-menu-9493-1-6,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Semi-Formal Shoes(男士商务休闲鞋),Men's Semi-Formal Shoes,男士商务休闲鞋,Men's Shoes(男鞋) > Men's Semi-Formal Shoes(男士商务休闲鞋),Men's Shoes(男鞋),cascader-menu-9493-1-7,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Skateboarding Shoes(男士滑板鞋),Men's Skateboarding Shoes,男士滑板鞋,Men's Shoes(男鞋) > Men's Skateboarding Shoes(男士滑板鞋),Men's Shoes(男鞋),cascader-menu-9493-1-8,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Slippers(男士拖鞋),Men's Slippers,男士拖鞋,Men's Shoes(男鞋) > Men's Slippers(男士拖鞋),Men's Shoes(男鞋),cascader-menu-9493-1-9,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Snow Boots(男士雪地靴),Men's Snow Boots,男士雪地靴,Men's Shoes(男鞋) > Men's Snow Boots(男士雪地靴),Men's Shoes(男鞋),cascader-menu-9493-1-10,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Work & Utility Footwear(男士工作鞋),Men's Work & Utility Footwear,男士工作鞋,Men's Shoes(男鞋) > Men's Work & Utility Footwear(男士工作鞋),Men's Shoes(男鞋),cascader-menu-9493-1-11,False,,False,False,False,False,el-cascader-node is-selectable
1,Men's Underwear & Sleepwear(男士内衣和睡衣),Men's Underwear & Sleepwear,男士内衣和睡衣,Men's Underwear & Sleepwear(男士内衣和睡衣),,cascader-menu-536-0-22,True,cascader-menu-536-0,True,False,False,False,el-cascader-node is-selectable
2,Men's Exotic Apparel(男士情趣服装),Men's Exotic Apparel,男士情趣服装,Men's Underwear & Sleepwear(男士内衣和睡衣) > Men's Exotic Apparel(男士情趣服装),Men's Underwear & Sleepwear(男士内衣和睡衣),cascader-menu-9493-1-0,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Loungewear(男士家居服),Men's Loungewear,男士家居服,Men's Underwear & Sleepwear(男士内衣和睡衣) > Men's Loungewear(男士家居服),Men's Underwear & Sleepwear(男士内衣和睡衣),cascader-menu-9493-1-1,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Novelty Clothing(男士新奇服装),Men's Novelty Clothing,男士新奇服装,Men's Underwear & Sleepwear(男士内衣和睡衣) > Men's Novelty Clothing(男士新奇服装),Men's Underwear & Sleepwear(男士内衣和睡衣),cascader-menu-9493-1-2,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Shapewear(男士塑身衣),Men's Shapewear,男士塑身衣,Men's Underwear & Sleepwear(男士内衣和睡衣) > Men's Shapewear(男士塑身衣),Men's Underwear & Sleepwear(男士内衣和睡衣),cascader-menu-9493-1-3,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Socks & Hosiery(男士袜子),Men's Socks & Hosiery,男士袜子,Men's Underwear & Sleepwear(男士内衣和睡衣) > Men's Socks & Hosiery(男士袜子),Men's Underwear & Sleepwear(男士内衣和睡衣),cascader-menu-9493-1-4,False,,False,False,False,False,el-cascader-node is-selectable
2,Men's Underwear(男士内衣),Men's Underwear,男士内衣,Men's Underwear & Sleepwear(男士内衣和睡衣) > Men's Underwear(男士内衣),Men's Underwear & Sleepwear(男士内衣和睡衣),cascader-menu-9493-1-5,False,,False,False,False,False,el-cascader-node is-selectable
2,Thermal Underwear(男士保暖内衣),Thermal Underwear,男士保暖内衣,Men's Underwear & Sleepwear(男士内衣和睡衣) > Thermal Underwear(男士保暖内衣),Men's Underwear & Sleepwear(男士内衣和睡衣),cascader-menu-9493-1-6,False,,False,False,False,False,el-cascader-node is-selectable
1,Musical Instruments(乐器),Musical Instruments,乐器,Musical Instruments(乐器),,cascader-menu-536-0-23,True,cascader-menu-536-0,True,False,False,False,el-cascader-node is-selectable
2,Brass & Woodwinds(铜、木管乐器),Brass & Woodwinds,铜、木管乐器,Musical Instruments(乐器) > Brass & Woodwinds(铜、木管乐器),Musical Instruments(乐器),cascader-menu-9493-1-0,False,,False,False,False,False,el-cascader-node is-selectable
2,CDs & Vinyl(CD 和黑胶唱片),CDs & Vinyl,CD 和黑胶唱片,Musical Instruments(乐器) > CDs & Vinyl(CD 和黑胶唱片),Musical Instruments(乐器),cascader-menu-9493-1-1,False,,False,False,False,False,el-cascader-node is-selectable
2,DJ Equipment(DJ设备),DJ Equipment,DJ设备,Musical Instruments(乐器) > DJ Equipment(DJ设备),Musical Instruments(乐器),cascader-menu-9493-1-2,False,,False,False,False,False,el-cascader-node is-selectable
2,Drums & Percussions(鼓与打击乐器),Drums & Percussions,鼓与打击乐器,Musical Instruments(乐器) > Drums & Percussions(鼓与打击乐器),Musical Instruments(乐器),cascader-menu-9493-1-3,False,,False,False,False,False,el-cascader-node is-selectable
2,Guitars(吉他),Guitars,吉他,Musical Instruments(乐器) > Guitars(吉他),Musical Instruments(乐器),cascader-menu-9493-1-4,False,,False,False,False,False,el-cascader-node is-selectable
2,Instrument Accessories(乐器配件),Instrument Accessories,乐器配件,Musical Instruments(乐器) > Instrument Accessories(乐器配件),Musical Instruments(乐器),cascader-menu-9493-1-5,False,,False,False,False,False,el-cascader-node is-selectable
2,Keyboards & MIDIs(键盘乐器与MIDI),Keyboards & MIDIs,键盘乐器与MIDI,Musical Instruments(乐器) > Keyboards & MIDIs(键盘乐器与MIDI),Musical Instruments(乐器),cascader-menu-9493-1-6,False,,False,False,False,False,el-cascader-node is-selectable
2,Microphones(麦克风),Microphones,麦克风,Musical Instruments(乐器) > Microphones(麦克风),Musical Instruments(乐器),cascader-menu-9493-1-7,False,,False,False,False,False,el-cascader-node is-selectable
2,Stringed Instruments(弦乐器),Stringed Instruments,弦乐器,Musical Instruments(乐器) > Stringed Instruments(弦乐器),Musical Instruments(乐器),cascader-menu-9493-1-8,False,,False,False,False,False,el-cascader-node is-selectable
2,Studio Recording & Stage Equipment(录音棚录音和舞台设备),Studio Recording & Stage Equipment,录音棚录音和舞台设备,Musical Instruments(乐器) > Studio Recording & Stage Equipment(录音棚录音和舞台设备),Musical Instruments(乐器),cascader-menu-9493-1-9,False,,False,False,False,False,el-cascader-node is-selectable
1,Office & School Supplies(办公与学校用品),Office & School Supplies,办公与学校用品,Office & School Supplies(办公与学校用品),,cascader-menu-536-0-24,True,cascader-menu-536-0,True,False,False,False,el-cascader-node is-selectable
2,Carrying Cases(公文包、电脑包和手提包),Carrying Cases,公文包、电脑包和手提包,Office & School Supplies(办公与学校用品) > Carrying Cases(公文包、电脑包和手提包),Office & School Supplies(办公与学校用品),cascader-menu-9493-1-0,False,,False,False,False,False,el-cascader-node is-selectable
2,Chairs & Sofas(办公椅),Chairs & Sofas,办公椅,Office & School Supplies(办公与学校用品) > Chairs & Sofas(办公椅),Office & School Supplies(办公与学校用品),cascader-menu-9493-1-1,False,,False,False,False,False,el-cascader-node is-selectable
